time,open,high,low,close,Volume
2023-01-03T11:00:00+05:30,3725.75167913,3727.4490603,3721.6294677,3723.86031153,7999.5290392
2023-01-03T11:15:00+05:30,3725.16971987,3728.90395845,3722.5993998,3727.06108746,9533.65704671
2023-01-03T11:30:00+05:30,3725.65468592,3727.25507388,3719.78659671,3723.03586924,9147.03204482
2023-01-03T11:45:00+05:30,3721.6294677,3724.539264,3719.6896035,3719.93208652,9906.87904854
2023-01-03T12:00:00+05:30,3719.83509332,3722.21142696,3677.0125911,3692.72549112,97291.34647673
2023-01-03T12:15:00+05:30,3690.25216427,3702.57030194,3689.52471519,3698.15711088,32764.14916054
2023-01-03T12:30:00+05:30,3699.61200903,3709.0203504,3697.3811652,3704.07369669,24809.98412157
2023-01-03T12:45:00+05:30,3703.92820688,3705.140622,3691.85255223,3694.27738248,16009.36807845
2023-01-03T13:00:00+05:30,3692.91947754,3705.86807108,3692.91947754,3698.88455996,14754.6410723
2023-01-03T13:15:00+05:30,3698.88455996,3701.212397,3693.84091303,3700.2909615,10102.7690495
2023-01-03T13:30:00+05:30,3699.3210294,3707.80793527,3698.3510973,3705.09212539,21548.93110559
2023-01-03T13:45:00+05:30,3703.78271706,3714.79144639,3703.24925441,3711.83315349,25198.67112347
2023-01-03T14:00:00+05:30,3711.83315349,3713.8700109,3703.83121366,3709.9902825,21455.11010513
2023-01-03T14:15:00+05:30,3710.42675194,3722.5993998,3709.0203504,3719.64110689,27235.92713346
2023-01-03T14:30:00+05:30,3719.49561708,3725.5091961,3717.70124269,3719.10764424,34171.46416744
2023-01-03T14:45:00+05:30,3719.10764424,3724.49076739,3714.93693621,3717.99222233,27507.08013478
2023-01-03T15:00:00+05:30,3717.99222233,3721.33848807,3709.9902825,3717.7497393,43826.77921475
2023-01-03T15:15:00+05:30,3717.70124269,3719.6896035,3710.52374516,3712.99707201,59976.36329388
2023-01-04T09:15:00+05:30,3718.81666461,3729.3889245,3708.19590812,3725.55769271,75182.58236839
2023-01-04T09:30:00+05:30,3723.5693319,3726.96409425,3695.53829421,3697.3811652,74451.60336481
2023-01-04T09:45:00+05:30,3699.07854638,3707.0804862,3691.5615726,3697.81763464,56539.00927704
2023-01-04T10:00:00+05:30,3697.18717878,3707.0804862,3689.23373556,3700.04847847,39693.5001945
2023-01-04T10:15:00+05:30,3700.09697508,3713.72452108,3692.72549112,3712.26962294,22762.41811154
2023-01-04T10:30:00+05:30,3710.08727571,3758.4383909,3708.58388096,3733.2686529,156153.19876515
2023-01-04T10:45:00+05:30,3732.15323099,3733.94760537,3712.26962294,3721.19299826,50399.40424696
2023-01-04T11:00:00+05:30,3721.82345412,3721.82345412,3701.2608936,3714.11249393,39535.75719373
2023-01-04T11:15:00+05:30,3713.8700109,3732.10473438,3709.9902825,3721.43548128,45259.86922177
2023-01-04T11:30:00+05:30,3721.14450165,3722.5993998,3715.17941924,3720.95051523,8983.10304402
2023-01-04T11:45:00+05:30,3719.78659671,3724.49076739,3711.29969083,3718.57418158,13647.34706687
2023-01-04T12:00:00+05:30,3719.10764424,3719.6896035,3706.78950657,3707.0804862,21787.09210676
2023-01-04T12:15:00+05:30,3707.41996244,3724.49076739,3705.18911861,3719.78659671,36119.02317698
2023-01-04T12:30:00+05:30,3720.51404579,3722.25992357,3711.34818744,3718.62267819,15563.97607626
2023-01-04T12:45:00+05:30,3718.81666461,3729.3889245,3716.73131059,3722.69639301,23637.73711582
2023-01-04T13:00:00+05:30,3724.00580135,3732.00774117,3721.67796431,3726.86710104,19635.39509621
2023-01-04T13:15:00+05:30,3727.93402635,3731.76525814,3720.07757634,3728.22500598,17934.24508788
2023-01-04T13:30:00+05:30,3728.17650938,3739.0882455,3724.58776061,3731.86225136,41583.32320376
2023-01-04T13:45:00+05:30,3733.2686529,3736.1784492,3728.4189924,3729.63140753,23200.59311368
2023-01-04T14:00:00+05:30,3730.3588566,3735.45100013,3729.3889245,3729.92238716,13068.95606404
2023-01-04T14:15:00+05:30,3731.03780907,3731.3287887,3709.11734361,3715.66438528,46577.48722823
2023-01-04T14:30:00+05:30,3715.66438528,3724.539264,3709.9902825,3716.24634455,33852.88516588
2023-01-04T14:45:00+05:30,3716.24634455,3717.02229023,3698.49658712,3711.9301467,62382.71730568
2023-01-04T15:00:00+05:30,3713.62752788,3719.6896035,3705.140622,3715.32490905,50364.35024679
2023-01-04T15:15:00+05:30,3715.32490905,3716.7798072,3705.67408466,3707.0804862,70317.29334455
2023-01-05T09:15:00+05:30,3718.52568498,3724.19978777,3692.58000131,3714.88843961,124519.02561014
2023-01-05T09:30:00+05:30,3714.98543282,3726.86710104,3700.82442416,3702.13383249,65018.98431859
2023-01-05T09:45:00+05:30,3702.13383249,3711.97864331,3697.3811652,3703.44324083,43738.11321432
2023-01-05T10:00:00+05:30,3704.84964237,3709.26283343,3690.5916405,3708.43839114,30426.87214909
2023-01-05T10:15:00+05:30,3709.0203504,3714.839943,3705.52859484,3707.32296922,26700.83813083
2023-01-05T10:30:00+05:30,3708.38989453,3708.77786738,3694.4713689,3699.17553958,29549.49114479
2023-01-05T10:45:00+05:30,3699.80599545,3703.83121366,3682.88068031,3693.5014368,33479.66316405
2023-01-05T11:00:00+05:30,3694.85934174,3704.70415256,3693.5014368,3701.89134947,17147.59208402
2023-01-05T11:15:00+05:30,3702.57030194,3705.04362879,3697.42966181,3700.2909615,12515.30906133
2023-01-05T11:30:00+05:30,3701.11540378,3703.54023403,3692.58000131,3699.66050564,10416.19305104
2023-01-05T11:45:00+05:30,3699.70900224,3709.9902825,3697.3811652,3699.07854638,14634.01407171
2023-01-05T12:00:00+05:30,3697.76913804,3705.09212539,3693.84091303,3702.37631552,11244.0860551
2023-01-05T12:15:00+05:30,3704.84964237,3705.77107787,3696.99319236,3700.2909615,13024.62306382
2023-01-05T12:30:00+05:30,3700.2909615,3704.55866274,3694.4713689,3696.79920594,12383.34106068
2023-01-05T12:45:00+05:30,3697.72064144,3701.2608936,3694.56836211,3694.56836211,12104.97105931
2023-01-05T13:00:00+05:30,3695.39280439,3703.00677138,3690.5916405,3697.91462786,18703.37109165
2023-01-05T13:15:00+05:30,3697.91462786,3700.14547169,3648.30260094,3650.38795496,90822.85244503
2023-01-05T13:30:00+05:30,3652.61879879,3670.41705282,3643.93790649,3664.30648059,52432.53625692
2023-01-05T13:45:00+05:30,3664.4034738,3693.98640285,3663.91850775,3691.61006921,53266.61526101
2023-01-05T14:00:00+05:30,3692.5315047,3693.4529402,3671.28999171,3672.21142721,33239.44016287
2023-01-05T14:15:00+05:30,3672.25992381,3690.5916405,3671.1929985,3689.67020501,25001.75012251
2023-01-05T14:30:00+05:30,3690.54314389,3700.72743094,3686.22694605,3697.3811652,32809.51316077
2023-01-05T14:45:00+05:30,3696.89619915,3709.9902825,3691.5615726,3696.84770254,66476.81832574
2023-01-05T15:00:00+05:30,3698.20560748,3714.64595658,3697.04168897,3711.9301467,73910.32836216
2023-01-05T15:15:00+05:30,3711.39668405,3726.33363838,3710.81472478,3723.5693319,122514.76160032
2023-01-06T09:15:00+05:30,3710.18426892,3747.8176344,3710.18426892,3737.58485074,133870.19565596
2023-01-06T09:30:00+05:30,3737.1483813,3751.93984583,3730.3588566,3746.8477023,57508.14928179
2023-01-06T09:45:00+05:30,3746.8477023,3746.8477023,3724.63625721,3724.63625721,32713.6301603
2023-01-06T10:00:00+05:30,3725.80017573,3736.1784492,3721.67796431,3730.11637357,32671.35916009
2023-01-06T10:15:00+05:30,3729.87389055,3746.8477023,3726.4791282,3743.8894094,37944.92418593
2023-01-06T10:30:00+05:30,3744.56836187,3749.7574986,3728.4189924,3732.73519024,51701.55725334
2023-01-06T10:45:00+05:30,3734.09309518,3739.0882455,3730.69833283,3733.75361895,14925.78707314
2023-01-06T11:00:00+05:30,3733.75361895,3733.75361895,3724.63625721,3725.5091961,19109.58509364
2023-01-06T11:15:00+05:30,3726.38213499,3731.3287887,3719.6896035,3721.19299826,20876.7191023
2023-01-06T11:30:00+05:30,3721.53247449,3737.87583038,3720.6595356,3733.99610198,16782.61808223
2023-01-06T11:45:00+05:30,3734.238585,3736.1299526,3729.3889245,3733.22015629,13293.71406514
2023-01-06T12:00:00+05:30,3732.2987208,3735.64498654,3728.4189924,3732.58970043,8319.13904076
2023-01-06T12:15:00+05:30,3731.76525814,3732.97767327,3715.71288189,3715.71288189,25190.42312343
2023-01-06T12:30:00+05:30,3714.839943,3720.17456955,3697.47815841,3700.48494792,43256.63621196
2023-01-06T12:45:00+05:30,3699.3210294,3706.88649978,3691.22209636,3693.35594698,33456.98116394
2023-01-06T13:00:00+05:30,3693.40444359,3700.2909615,3682.88068031,3697.47815841,49978.7562449
2023-01-06T13:15:00+05:30,3697.3811652,3698.25410409,3688.6517763,3691.41608278,19482.80709547
2023-01-06T13:30:00+05:30,3689.81569482,3708.9718538,3689.6217084,3703.87971027,32780.64516063
2023-01-06T13:45:00+05:30,3703.68572385,3722.50240659,3703.68572385,3707.85643188,32912.61316127
2023-01-06T14:00:00+05:30,3707.85643188,3713.04556862,3694.4713689,3698.3510973,27167.88113312
2023-01-06T14:15:00+05:30,3698.3510973,3705.91656768,3687.6818442,3702.2308257,38589.29918909
2023-01-06T14:30:00+05:30,3702.2308257,3719.6896035,3697.86613125,3708.48688775,44196.90821656
2023-01-06T14:45:00+05:30,3709.94178589,3717.84673251,3705.86807108,3714.839943,36581.94217925
2023-01-06T15:00:00+05:30,3714.06399732,3718.7196714,3705.28611182,3710.9602146,54786.30926845
2023-01-06T15:15:00+05:30,3712.85158219,3713.14256183,3702.47330872,3709.0203504,60127.92029463
2023-01-09T09:15:00+05:30,3721.48397788,3763.336548,3721.48397788,3744.95633471,136772.46067019
2023-01-09T09:30:00+05:30,3746.16874983,3762.12413288,3742.04653841,3746.36273625,39844.02619524
2023-01-09T09:45:00+05:30,3745.8292736,3749.51501558,3739.33072853,3747.8176344,22106.70210832
2023-01-09T10:00:00+05:30,3746.8477023,3751.40638317,3739.81569457,3749.61200879,16667.14608167
2023-01-09T10:15:00+05:30,3749.7574986,3757.85643164,3749.27253255,3753.44324058,20937.54810259
2023-01-09T10:30:00+05:30,3753.44324058,3756.45003009,3744.9078381,3745.24731434,12768.93506257
2023-01-09T10:45:00+05:30,3745.8292736,3746.65371588,3726.52762481,3737.58485074,49276.64524146
2023-01-09T11:00:00+05:30,3738.02132019,3739.18523871,3731.3287887,3737.1483813,10839.93405312
2023-01-09T11:15:00+05:30,3738.1183134,3743.84091279,3733.36564611,3740.9796131,6754.08103309
2023-01-09T11:30:00+05:30,3740.9796131,3740.9796131,3734.238585,3737.34236772,6131.35703004
2023-01-09T11:45:00+05:30,3736.22694581,3743.937906,3736.1784492,3741.94954519,7461.34703656
2023-01-09T12:00:00+05:30,3741.94954519,3742.67699427,3733.2686529,3738.1183134,6317.96803096
2023-01-09T12:15:00+05:30,3736.56642204,3740.39765384,3726.18814857,3726.96409425,12114.25005936
2023-01-09T12:30:00+05:30,3726.09115536,3728.80696524,3716.7798072,3723.37534548,32846.62916095
2023-01-09T12:45:00+05:30,3723.37534548,3733.22015629,3723.27835227,3728.46748901,18712.65009169
2023-01-09T13:00:00+05:30,3728.46748901,3732.88068006,3724.78174702,3731.08630568,8137.68303987
2023-01-09T13:15:00+05:30,3729.63140753,3733.55963253,3719.6896035,3721.09600505,32230.09115793
2023-01-09T13:30:00+05:30,3721.14450165,3724.73325042,3696.65371613,3710.03877911,52286.1342562
2023-01-09T13:45:00+05:30,3709.06884701,3718.52568498,3705.140622,3716.97379362,40612.121199
2023-01-09T14:00:00+05:30,3718.76816801,3721.87195073,3710.18426892,3721.43548128,16312.48207993
2023-01-09T14:15:00+05:30,3721.6294677,3725.84867233,3716.7798072,3725.26671307,13371.03906552
2023-01-09T14:30:00+05:30,3725.31520968,3731.18329888,3718.7196714,3722.35691677,22607.76811078
2023-01-09T14:45:00+05:30,3721.14450165,3731.3287887,3712.9000788,3731.13480228,30485.63914938
2023-01-09T15:00:00+05:30,3734.238585,3743.21045693,3732.15323099,3740.93111649,74222.72136369
2023-01-09T15:15:00+05:30,3740.0581776,3743.01647051,3734.238585,3737.1483813,84863.67241583
2023-01-10T09:15:00+05:30,3738.50628624,3745.92626681,3712.9000788,3713.28805164,97302.68747678
2023-01-10T09:30:00+05:30,3714.839943,3738.1183134,3713.96700411,3735.93596618,53619.21726273
2023-01-10T09:45:00+05:30,3735.93596618,3741.0281097,3699.36952601,3707.85643188,88109.26043174
2023-01-10T10:00:00+05:30,3706.88649978,3713.48203806,3700.2909615,3709.74779947,42359.66620756
2023-01-10T10:15:00+05:30,3709.74779947,3717.65274609,3705.67408466,3709.11734361,24133.64811825
2023-01-10T10:30:00+05:30,3709.11734361,3711.59067047,3692.5315047,3693.4529402,37277.86718266
2023-01-10T10:45:00+05:30,3693.4529402,3701.69736304,3688.6517763,3693.06496736,37826.35918535
2023-01-10T11:00:00+05:30,3693.98640285,3693.98640285,3666.44033121,3668.86516146,70980.2263478
2023-01-10T11:15:00+05:30,3668.86516146,3681.61976858,3640.93111698,3646.944696,159164.74977991
2023-01-10T11:30:00+05:30,3645.44130124,3665.17941948,3635.3055108,3656.644017,117879.38557761
2023-01-10T11:45:00+05:30,3656.20754756,3664.16099078,3644.47136914,3645.24731482,39334.71219274
2023-01-10T12:00:00+05:30,3646.45972995,3654.21918675,3638.2153071,3642.0950355,39590.40019399
2023-01-10T12:15:00+05:30,3642.0950355,3645.0048318,3615.95536541,3617.36176695,87356.63042805
2023-01-10T12:30:00+05:30,3616.8768009,3622.40541387,3561.25119496,3575.46070023,266453.70330562
2023-01-10T12:45:00+05:30,3578.0795169,3592.43451198,3565.4703996,3567.4102638,124322.10460918
2023-01-10T13:00:00+05:30,3566.00386226,3576.0911561,3547.13868291,3552.8612823,181839.53289101
2023-01-10T13:15:00+05:30,3553.8312144,3556.7410107,3503.68572483,3529.53441529,261112.09227945
2023-01-10T13:30:00+05:30,3529.5829119,3546.023261,3448.1086155,3473.3268501,371646.63382107
2023-01-10T13:45:00+05:30,3472.64789763,3486.9058995,3467.74974052,3477.15808189,201880.11098921
2023-01-10T14:00:00+05:30,3476.2366464,3532.73519122,3474.53926523,3506.06205848,337075.14165167
2023-01-10T14:15:00+05:30,3507.71094304,3513.91850848,3482.34721863,3497.5751526,143603.86670366
2023-01-10T14:30:00+05:30,3498.44809149,3507.2744736,3482.056239,3482.056239,164478.52380594
2023-01-10T14:45:00+05:30,3482.25022542,3528.22500696,3482.25022542,3515.08242701,233621.50814475
2023-01-10T15:00:00+05:30,3516.34333873,3552.47330946,3516.34333873,3545.1018255,296724.89445395
2023-01-10T15:15:00+05:30,3545.1018255,3546.79920668,3522.84188381,3527.49755789,224821.92310163
2023-01-11T09:15:00+05:30,3540.252165,3554.31618045,3482.056239,3503.3947452,377342.90884898
2023-01-11T09:30:00+05:30,3504.02520107,3530.21336777,3501.89135044,3522.69639399,166936.42781799
2023-01-11T09:45:00+05:30,3519.68960448,3528.51598659,3506.98349397,3510.03878009,81766.54840066
2023-01-11T10:00:00+05:30,3510.03878009,3514.0639983,3488.31230105,3508.14741249,117103.0425738
2023-01-11T10:15:00+05:30,3510.1842699,3517.79823689,3497.81763563,3514.98543379,55495.63727193
2023-01-11T10:30:00+05:30,3514.98543379,3516.0038625,3498.5450847,3499.5150168,42280.27920717
2023-01-11T10:45:00+05:30,3499.03005075,3499.5150168,3471.24149608,3481.0863069,148435.13272733
2023-01-11T11:00:00+05:30,3480.60134085,3488.8457637,3477.25507511,3486.9058995,40157.45019677
2023-01-11T11:15:00+05:30,3488.11831463,3490.68863469,3475.12122449,3486.9058995,39669.78719438
2023-01-11T11:30:00+05:30,3488.70027388,3488.8457637,3453.05526921,3462.60910039,90521.80044356
2023-01-11T11:45:00+05:30,3462.657597,3496.5567239,3462.657597,3488.06981802,90475.40544333
2023-01-11T12:00:00+05:30,3488.8457637,3502.86128254,3487.8758316,3491.75556,57087.50127973
2023-01-11T12:15:00+05:30,3492.24052605,3510.1842699,3487.92432821,3501.64886742,49352.93924183
2023-01-11T12:30:00+05:30,3501.454881,3519.15614183,3498.88456093,3513.82151528,70698.76334642
2023-01-11T12:45:00+05:30,3513.19105941,3529.48591869,3503.3947452,3519.8835909,70471.94334531
2023-01-11T13:00:00+05:30,3518.96215541,3533.4626403,3513.0940662,3516.29484213,86719.47242493
2023-01-11T13:15:00+05:30,3516.34333873,3522.40541436,3502.18233007,3506.69251434,67087.17032873
2023-01-11T13:30:00+05:30,3509.02035138,3517.9437267,3504.75265014,3514.50046774,34900.38117101
2023-01-11T13:45:00+05:30,3514.50046774,3515.90686929,3498.73907112,3503.24925538,35696.31317491
2023-01-11T14:00:00+05:30,3502.4248131,3513.0940662,3491.75556,3498.69057451,52453.15625702
2023-01-11T14:15:00+05:30,3497.42966279,3507.85643286,3496.45973068,3507.85643286,35068.43417184
2023-01-11T14:30:00+05:30,3508.19590909,3536.56642302,3507.90492947,3534.4325724,90926.98344554
2023-01-11T14:45:00+05:30,3534.4325724,3547.81763538,3520.853523,3533.99610296,140358.27868776
2023-01-11T15:00:00+05:30,3534.4325724,3534.4325724,3522.7933872,3525.7031835,113546.09255638
2023-01-11T15:15:00+05:30,3526.04265973,3528.46748998,3520.853523,3525.7031835,117397.90857525
2023-01-12T09:15:00+05:30,3534.4325724,3545.1018255,3503.3947452,3505.3346094,176522.66586496
2023-01-12T09:30:00+05:30,3505.81957545,3525.60619029,3505.81957545,3520.70803318,74089.72236304
2023-01-12T09:45:00+05:30,3519.78659769,3536.80890604,3517.9437267,3529.09794585,72077.21035318
2023-01-12T10:00:00+05:30,3529.09794585,3534.96603506,3517.9437267,3534.38407579,35276.69617286
2023-01-12T10:15:00+05:30,3533.51113691,3534.96603506,3512.1241341,3521.8234551,47268.25723161
2023-01-12T10:30:00+05:30,3519.64110788,3554.8011465,3515.0339304,3553.8312144,75212.48136854
2023-01-12T10:45:00+05:30,3553.8312144,3568.3801959,3534.4325724,3541.46458013,113233.69955485
2023-01-12T11:00:00+05:30,3542.96797488,3546.89619989,3521.53247547,3529.48591869,60266.0742953
2023-01-12T11:15:00+05:30,3529.24343567,3533.4626403,3526.18814955,3528.6129798,19602.40309605
2023-01-12T11:30:00+05:30,3528.6129798,3540.15517179,3528.27350357,3539.2822329,15506.24007598
2023-01-12T11:45:00+05:30,3540.15517179,3540.15517179,3525.7031835,3532.4927082,21397.37410485
2023-01-12T12:00:00+05:30,3532.4927082,3545.1018255,3531.42578289,3542.1920292,25446.11112469
2023-01-12T12:15:00+05:30,3542.1920292,3549.85449279,3541.2220971,3541.90104957,24284.17411899
2023-01-12T12:30:00+05:30,3541.65856655,3545.00483229,3536.3724366,3540.15517179,15339.21807516
2023-01-12T12:45:00+05:30,3540.252165,3552.18232983,3538.79726685,3542.96797488,27547.28913498
2023-01-12T13:00:00+05:30,3544.51986624,3549.951486,3540.252165,3546.0717576,27664.82313556
2023-01-12T13:15:00+05:30,3547.67214557,3547.67214557,3536.3724366,3537.09988568,26947.24713204
2023-01-12T13:30:00+05:30,3537.14838228,3541.56157333,3525.50919708,3533.60813012,59221.67129019
2023-01-12T13:45:00+05:30,3533.31715048,3538.74877025,3527.6430477,3537.00289247,22466.52111009
2023-01-12T14:00:00+05:30,3537.48785852,3548.0116218,3533.02617086,3536.71191283,45004.18122052
2023-01-12T14:15:00+05:30,3536.90589926,3549.27253353,3533.94760635,3542.38601562,31467.15115419
2023-01-12T14:30:00+05:30,3543.30745112,3543.74392056,3530.552844,3531.91074894,39170.78319194
2023-01-12T14:45:00+05:30,3533.07466746,3542.1920292,3527.6430477,3530.60134061,40983.28120082
2023-01-12T15:00:00+05:30,3530.89232023,3545.1018255,3530.31036098,3535.4025045,67486.16733068
2023-01-12T15:15:00+05:30,3535.4025045,3541.90104957,3525.31521066,3532.25022517,70807.01834695
2023-01-13T09:15:00+05:30,3541.46458013,3570.51404652,3532.68669462,3562.5606033,131996.86864678
2023-01-13T09:30:00+05:30,3564.20948787,3580.79532678,3558.58388169,3564.5004675,125003.59561252
2023-01-13T09:45:00+05:30,3565.42190299,3565.4703996,3548.20560822,3549.03005051,73035.00935787
2023-01-13T10:00:00+05:30,3549.61200977,3554.60716008,3538.3123008,3545.78077797,73324.72035929
2023-01-13T10:15:00+05:30,3545.53829494,3549.951486,3538.94275667,3546.45973044,38913.03319067
2023-01-13T10:30:00+05:30,3547.52665575,3557.66244619,3541.70706315,3554.70415329,24699.66712103
2023-01-13T10:45:00+05:30,3554.8011465,3558.58388169,3546.0717576,3548.9815539,29297.92714356
2023-01-13T11:00:00+05:30,3549.61200977,3553.44324156,3545.15032211,3548.83606408,13508.16206619
2023-01-13T11:15:00+05:30,3548.9815539,3549.951486,3541.31909031,3544.1318934,16357.84608015
2023-01-13T11:30:00+05:30,3544.0833968,3549.70900297,3541.2220971,3545.1018255,10812.09705298
2023-01-13T11:45:00+05:30,3544.1318934,3549.951486,3544.1318934,3549.03005051,8929.49104375
2023-01-13T12:00:00+05:30,3549.46651995,3562.31812027,3548.9815539,3558.09891564,27376.14313414
2023-01-13T12:15:00+05:30,3558.6808749,3567.02229096,3555.81957521,3562.51210669,33281.71116308
2023-01-13T12:30:00+05:30,3562.5606033,3566.34333849,3556.01356163,3560.81472552,23251.11211393
2023-01-13T12:45:00+05:30,3562.36661688,3579.049449,3560.03877984,3575.60619004,48618.86723823
2023-01-13T13:00:00+05:30,3576.1396527,3598.35109779,3576.1396527,3588.74877,111997.53054879
2023-01-13T13:15:00+05:30,3590.6886342,3603.20075829,3588.74877,3603.15226169,63975.61231348
2023-01-13T13:30:00+05:30,3603.10376508,3614.9369367,3596.94469624,3612.17263022,90895.02244539
2023-01-13T13:45:00+05:30,3613.77301818,3613.82151478,3599.4180231,3604.2676836,41100.81520139
2023-01-13T14:00:00+05:30,3605.33460891,3623.71482221,3603.15226169,3619.7865972,64789.07131747
2023-01-13T14:15:00+05:30,3619.7865972,3622.59940029,3608.147412,3614.40347404,57933.95228388
2023-01-13T14:30:00+05:30,3615.8583722,3623.56933239,3610.0872762,3616.68281448,62100.22330429
2023-01-13T14:45:00+05:30,3616.82830429,3620.51404628,3608.147412,3609.1173441,51210.80125093
2023-01-13T15:00:00+05:30,3609.16584071,3616.24634503,3600.3879552,3609.16584071,93359.11245746
2023-01-13T15:15:00+05:30,3609.16584071,3613.53053516,3607.1774799,3608.147412,89205.21343711
2023-01-16T09:15:00+05:30,3609.0688475,3627.49755739,3598.448091,3606.2075478,118433.03258032
2023-01-16T09:30:00+05:30,3604.80114626,3606.01356138,3570.46554992,3572.79338696,99028.58148524
2023-01-16T09:45:00+05:30,3571.77495825,3572.74489035,3537.09988568,3561.68766441,134331.05265822
2023-01-16T10:00:00+05:30,3560.18426966,3562.51210669,3533.4626403,3534.48106901,73895.89436209
2023-01-16T10:15:00+05:30,3535.4025045,3536.3724366,3503.00677236,3510.81472577,194838.38095471
2023-01-16T10:30:00+05:30,3511.154202,3528.6129798,3504.3646773,3522.7933872,76569.27737519
2023-01-16T10:45:00+05:30,3521.92044831,3545.1018255,3518.04071991,3536.3724366,98516.17448273
2023-01-16T11:00:00+05:30,3536.3724366,3540.252165,3521.8234551,3523.42384307,45243.37322169
2023-01-16T11:15:00+05:30,3522.7933872,3533.51113691,3511.154202,3530.45585079,98854.34248439
2023-01-16T11:30:00+05:30,3530.45585079,3531.86225234,3517.99222331,3526.57612239,26359.57712916
2023-01-16T11:45:00+05:30,3525.75168011,3527.06108844,3511.154202,3513.77301867,38652.1901894
2023-01-16T12:00:00+05:30,3514.0155017,3523.7633193,3513.33654923,3516.9737946,23367.6151145
2023-01-16T12:15:00+05:30,3516.87680139,3524.58776159,3501.454881,3501.84285384,97283.09847669
2023-01-16T12:30:00+05:30,3501.454881,3508.77786836,3491.75556,3503.44324181,111700.60254733
2023-01-16T12:45:00+05:30,3504.3646773,3516.0038625,3501.55187421,3515.90686929,27629.76913539
2023-01-16T13:00:00+05:30,3515.90686929,3518.9136588,3503.78271804,3513.0940662,36437.60217854
2023-01-16T13:15:00+05:30,3513.0940662,3527.40056467,3509.31133101,3511.00871218,55627.60527258
2023-01-16T13:30:00+05:30,3511.00871218,3521.96894492,3504.3646773,3506.2560449,38651.15918939
2023-01-16T13:45:00+05:30,3506.2560449,3511.154202,3503.54023502,3503.54023502,27828.75213636
